Emblem_ID,Factory_CName,Factory_Address,Factory_Tel,Factory_Fax,Factory_Director,Material_Name,PType_Name,Product_Name
015201,香里食品企業股份有限公司,南投縣南投市南崗工業區仁和路3號,049-2259999,049-2263000,洪芳美,肉品,冷藏豬肉,胸骨（胸軟骨）
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿肉絲
011801,誠昌實業股份有限公司,彰化縣秀水鄉彰水路二段90號,04-7696336,04-7692622,葉靜燕,肉品,冷藏豬肉,豬梅花烤肉片
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：前足短切
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉條附皮
019302,家福股份有限公司天母分公司,台北市士林區德行西路47號,02-2833-8042,02-2833-8045,羅智先,肉品,冷藏豬肉,大-冷藏豬梅花肉
011101,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷藏豬肉,腹脅肉附骨
019304,家福股份有限公司新店分公司,新北市新店區中興路三段1號3樓,02-8919-3333,02-2914-8881,羅智先,肉品,冷藏豬肉,台糖安心豚-豬腱子肉
018918,大潤發流通事業股份有限公司嘉義分公司,嘉義市西區博愛路二段281號,(05)2323699,,林弘斌,肉品,冷藏豬肉,白毛豬：豬絞肉
019501,品冠現代畜產(股)有限公司,台中市西屯區林厝里5鄰安林路50-2號,04-24626828,04-24626808,,肉品,冷藏豬肉,腹脅肉附骨
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：梅花肉塊
011101,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷藏豬肉,肩小排（胸排、前足排骨）
010501,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷藏豬肉,豬腳(不認定自踝關節切下之後肢豬腳)
019303,家福股份有限公司經國分公司,桃園市經國路369號,03-316-0676,03-346-4704,羅智先,肉品,冷藏豬肉,附皮豬里肌五花
019302,家福股份有限公司天母分公司,台北市士林區德行西路47號,02-2833-8042,02-2833-8045,羅智先,肉品,冷藏豬肉,台糖安心豚冷藏台灣豬梅花肉排
018901,大潤發流通事業股份有限公司南湖分公司,台北市內湖區舊宗路1段188號1~3樓,(02)2790-5050,(02)2795-6060,林弘斌,肉品,冷藏豬肉,白毛豬：梅花肉塊
018910,大潤發流通事業股份有限公司忠孝分公司,新竹市忠孝路300號,(03)561-0168,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿肉
018907,大潤發流通事業股份有限公司八德分公司,桃園市八德區介壽路2段148號,(03)371-1133,(03)371-1917,林弘斌,肉品,冷藏豬肉,白毛豬：後腿赤肉塊
018910,大潤發流通事業股份有限公司忠孝分公司,新竹市忠孝路300號,(03)561-0168,,林弘斌,肉品,冷藏豬肉,白毛豬：梅花火鍋片
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,白毛豬：五花火鍋片
018001,祥圃實業股份有限公司,雲林縣大埤鄉嘉興村豐田路57號,05-5529668,,,肉品,冷藏豬肉,龍骨（指頸椎、胸椎或腰椎）
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：炒用五花肉丁
018001,祥圃實業股份有限公司,雲林縣大埤鄉嘉興村豐田路57號,05-5529668,,,肉品,冷藏豬肉,腹脅肉附皮
018915,大潤發流通事業股份有限公司斗南分公司,雲林縣斗南鎮西岐里文化街119巷21號,(05)595-5959 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬腰內肉
016901,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷藏豬肉,肩胛軟骨（前腿軟骨）
018905,大潤發流通事業股份有限公司中和分公司(景平店),新北市中和區景平路182號B1,(02)2943-6000,(02)2949-3149,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉絲
018914,大潤發流通事業股份有限公司員林分公司,彰化縣埔心鄉瓦南村中山路319號,(04)831-5058,(04)832-4098,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬五帶皮花肉塊
019501,品冠現代畜產(股)有限公司,台中市西屯區林厝里5鄰安林路50-2號,04-24626828,04-24626808,,肉品,冷藏豬肉,肉片
018907,大潤發流通事業股份有限公司八德分公司,桃園市八德區介壽路2段148號,(03)371-1133,(03)371-1917,林弘斌,肉品,冷藏豬肉,白毛豬：胛心炒肉片
015201,香里食品企業股份有限公司,南投縣南投市南崗工業區仁和路3號,049-2259999,049-2263000,洪芳美,肉品,冷藏豬肉,後腱肉
011101,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷藏豬肉,里肌心
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬絞肉
014599,玉美生技股份有限公司烏日廠(肉品),臺中市烏日區榮泉里南榮路53號、臺中市大肚區中和里南榮路59號,04-26932000,04-26935500,顏子芳,肉品,冷藏豬肉,五花肉丁
014599,玉美生技股份有限公司烏日廠(肉品),臺中市烏日區榮泉里南榮路53號、臺中市大肚區中和里南榮路59號,04-26932000,04-26935500,顏子芳,肉品,冷藏豬肉,後腿炒肉片
013501,和榮意食品有限公司,雲林縣元長鄉鹿北村同安路48號,05-7983801,05-7983803,郭凉,肉品,冷藏豬肉,後腿蹄膀
018901,大潤發流通事業股份有限公司南湖分公司,台北市內湖區舊宗路1段188號1~3樓,(02)2790-5050,(02)2795-6060,林弘斌,肉品,冷藏豬肉,白毛豬：前足短切
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,白毛豬：枝骨
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬梅花肉塊
019302,家福股份有限公司天母分公司,台北市士林區德行西路47號,02-2833-8042,02-2833-8045,羅智先,肉品,冷藏豬肉,冷藏韓式燒烤台灣豬五花肉
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,白毛豬：梅花紅燒肉角
017501,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷藏豬肉,後腿蹄膀
018901,大潤發流通事業股份有限公司南湖分公司,台北市內湖區舊宗路1段188號1~3樓,(02)2790-5050,(02)2795-6060,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬里肌火鍋片
019311,家福股份有限公司五甲分公司(PC),高雄市鳳山區林森路291號,07-713-8508,07-713-7549,羅智先,肉品,冷藏豬肉,*冷藏台灣豬梅花燒肉片(大包裝)
011701,津谷食品股份有限公司埤頭廠,彰化縣埤頭鄉埤頭村斗苑東路525號,04-8929939,04-8922099,張吉銓,肉品,冷藏豬肉,尾冬骨（薦椎）
018001,祥圃實業股份有限公司,雲林縣大埤鄉嘉興村豐田路57號,05-5529668,,,肉品,冷藏豬肉,豬腳(不認定自踝關節切下之後肢豬腳)
018912,大潤發流通事業股份有限公司頭份分公司,苗栗縣頭份鎮自強路230號,037-592668,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬胛心肉
019304,家福股份有限公司新店分公司,新北市新店區中興路三段1號3樓,02-8919-3333,02-2914-8881,羅智先,肉品,冷藏豬肉,冷藏精修豬里肌肉排
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉絲
018912,大潤發流通事業股份有限公司頭份分公司,苗栗縣頭份鎮自強路230號,037-592668,,林弘斌,肉品,冷藏豬肉,白毛豬：里肌肉塊
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,白毛豬：胛心肉絲
011101,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷藏豬肉,後腱肉
018914,大潤發流通事業股份有限公司員林分公司,彰化縣埔心鄉瓦南村中山路319號,(04)831-5058,(04)832-4098,林弘斌,肉品,冷藏豬肉,白毛豬：五花燒烤片
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉丁
011101,大得利家畜肉食品加工廠有限公司,新北市新莊區環漢路三段525號,02-22066856   ,02-82010619   ,林明輝,肉品,冷藏豬肉,帶骨肉(肩小排、小排骨、肋軟骨)
017501,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷藏豬肉,肩小排（胸排、前足排骨）
016301,復進企業股份有限公司,屏東縣內埔鄉內埔工業區建業路1號,08-7783501#3,08-7783500,黃美足,肉品,冷藏豬肉,肩小排（胸排、前足排骨）
011801,誠昌實業股份有限公司,彰化縣秀水鄉彰水路二段90號,04-7696336,04-7692622,葉靜燕,肉品,冷藏豬肉,後腱肉
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿肉塊附皮
015201,香里食品企業股份有限公司,南投縣南投市南崗工業區仁和路3號,049-2259999,049-2263000,洪芳美,肉品,冷藏豬肉,小排骨
019301,家福股份有限公司花蓮分公司,花蓮縣新城鄉嘉里路15號B1,03-826-7979,03-826-2866,羅智先,肉品,冷藏豬肉,冷藏豬霜降燒烤片
019302,家福股份有限公司天母分公司,台北市士林區德行西路47號,02-2833-8042,02-2833-8045,羅智先,肉品,冷藏豬肉,冷藏豬里肌肉塊
018908,大潤發流通事業股份有限公司中壢分公司,桃園市中壢區中北路2段468號,(03)438-8288   ,(03)465-8528,林弘斌,肉品,冷藏豬肉,白毛豬：霜降豬肉
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿肉塊
018914,大潤發流通事業股份有限公司員林分公司,彰化縣埔心鄉瓦南村中山路319號,(04)831-5058,(04)832-4098,林弘斌,肉品,冷藏豬肉,白毛豬：尾冬骨
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉條附皮
018920,大潤發流通事業股份有限公司台東分公司,台東縣臺東市中興路三段592號,089-222399,089-333099,林弘斌,肉品,冷藏豬肉,白毛豬：低脂絞肉(90%瘦肉率)
018901,大潤發流通事業股份有限公司南湖分公司,台北市內湖區舊宗路1段188號1~3樓,(02)2790-5050,(02)2795-6060,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬胛心肉絲
015601,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷藏豬肉,里肌心
019311,家福股份有限公司五甲分公司(PC),高雄市鳳山區林森路291號,07-713-8508,07-713-7549,羅智先,肉品,冷藏豬肉,冷藏台灣豬五花肉條附皮
015681,信功實業股份有限公司,屏東縣長治鄉繁昌村中山路122號,08-7624567,08-7620075,楊博仁,肉品,冷藏豬肉,小分切:係以豬脂大分切產品作為原料進行切角、丁或絞碎等小分切作業而成產品。
011701,津谷食品股份有限公司埤頭廠,彰化縣埤頭鄉埤頭村斗苑東路525號,04-8929939,04-8922099,張吉銓,肉品,冷藏豬肉,肋骨（支骨）
018911,大潤發流通事業股份有限公司新竹分公司,新竹市湳雅街93-95號,03-5357699,,林弘斌,肉品,冷藏豬肉,白毛豬：蹄膀
011801,誠昌實業股份有限公司,彰化縣秀水鄉彰水路二段90號,04-7696336,04-7692622,葉靜燕,肉品,冷藏豬肉,腹脅肉附皮
019304,家福股份有限公司新店分公司,新北市新店區中興路三段1號3樓,02-8919-3333,02-2914-8881,羅智先,肉品,冷藏豬肉,冷藏豬小里肌燒肉片
018905,大潤發流通事業股份有限公司中和分公司(景平店),新北市中和區景平路182號B1,(02)2943-6000,(02)2949-3149,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬帶皮胛心肉塊
019309,家福股份有限公司中清分公司(PC),台中市西屯區中清路三段436號,(04)2426-2555,(04)2426-2556,羅智先,肉品,冷藏豬肉,冷藏精修豬里肌絞肉
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿肉絲
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿火鍋片
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬背肌肉
010501,台灣農畜產工業股份有限公司,屏東縣屏東市建國路480號,08-7520525,08-7556980,張華欣,肉品,冷藏豬肉,肩胛軟骨(前腿軟骨)
018912,大潤發流通事業股份有限公司頭份分公司,苗栗縣頭份鎮自強路230號,037-592668,,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉條附皮
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬里肌肉塊
016901,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷藏豬肉,肋骨（支骨）
018915,大潤發流通事業股份有限公司斗南分公司,雲林縣斗南鎮西岐里文化街119巷21號,(05)595-5959 ,,林弘斌,肉品,冷藏豬肉,白毛豬：帶皮五花扣肉片
018920,大潤發流通事業股份有限公司台東分公司,台東縣臺東市中興路三段592號,089-222399,089-333099,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬胛心肉絲
018918,大潤發流通事業股份有限公司嘉義分公司,嘉義市西區博愛路二段281號,(05)2323699,,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉丁
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬帶皮五花扣肉條
019302,家福股份有限公司天母分公司,台北市士林區德行西路47號,02-2833-8042,02-2833-8045,羅智先,肉品,冷藏豬肉,台糖安心豚冷藏台灣豬胛心肉塊
019302,家福股份有限公司天母分公司,台北市士林區德行西路47號,02-2833-8042,02-2833-8045,羅智先,肉品,冷藏豬肉,冷藏豬去皮後腿
010201,立大農畜興業股份有限公司,高雄市路竹區中山南路47號,07-6979066,07-6971721,周明雄,肉品,冷藏豬肉,肉絲
018915,大潤發流通事業股份有限公司斗南分公司,雲林縣斗南鎮西岐里文化街119巷21號,(05)595-5959 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬梅花肉塊
018914,大潤發流通事業股份有限公司員林分公司,彰化縣埔心鄉瓦南村中山路319號,(04)831-5058,(04)832-4098,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉丁
018920,大潤發流通事業股份有限公司台東分公司,台東縣臺東市中興路三段592號,089-222399,089-333099,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬里肌肉排
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：胛心肉絲
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬帶皮五花肉
018701,保億冷凍食品有限公司,屏東縣九如鄉玉泉村黃金路51號,08-7031616,08-7031699,蘇文旭,肉品,冷藏豬肉,肩胛軟骨（前腿軟骨）
018905,大潤發流通事業股份有限公司中和分公司(景平店),新北市中和區景平路182號B1,(02)2943-6000,(02)2949-3149,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬梅花肉塊
018914,大潤發流通事業股份有限公司員林分公司,彰化縣埔心鄉瓦南村中山路319號,(04)831-5058,(04)832-4098,林弘斌,肉品,冷藏豬肉,白毛豬：背骨
018908,大潤發流通事業股份有限公司中壢分公司,桃園市中壢區中北路2段468號,(03)438-8288   ,(03)465-8528,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿火鍋片
019301,家福股份有限公司花蓮分公司,花蓮縣新城鄉嘉里路15號B1,03-826-7979,03-826-2866,羅智先,肉品,冷藏豬肉,台糖安心豚-後腿心
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：梅花肉
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,白毛豬：胛心肉
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,白毛豬：豬小排切塊
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,白毛豬：五花扣肉塊
018920,大潤發流通事業股份有限公司台東分公司,台東縣臺東市中興路三段592號,089-222399,089-333099,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉
011001,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷藏豬肉,前腿油
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,白毛豬：後腿肉塊附皮
011701,津谷食品股份有限公司埤頭廠,彰化縣埤頭鄉埤頭村斗苑東路525號,04-8929939,04-8922099,張吉銓,肉品,冷藏豬肉,肩小排（胸排、前足排骨）
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：梅花燒肉片
013501,和榮意食品有限公司,雲林縣元長鄉鹿北村同安路48號,05-7983801,05-7983803,郭凉,肉品,冷藏豬肉,腹脅肉附皮骨
019301,家福股份有限公司花蓮分公司,花蓮縣新城鄉嘉里路15號B1,03-826-7979,03-826-2866,羅智先,肉品,冷藏豬肉,冷藏黑豬梅花火鍋片
017601,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷藏豬肉,肩胛軟骨（前腿軟骨）
011001,雅勝冷凍食品股份有限公司,桃園市蘆竹區山腳里7鄰泉州路3號,03-3244466,03-3243779,林惠美,肉品,冷藏豬肉,後腿蹄膀
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,白毛豬：前足短
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿炒肉片
017601,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷藏豬肉,里肌心
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉丁
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：胛心炒肉片
014599,玉美生技股份有限公司烏日廠(肉品),臺中市烏日區榮泉里南榮路53號、臺中市大肚區中和里南榮路59號,04-26932000,04-26935500,顏子芳,肉品,冷藏豬肉,黑毛豬肉前腿炒肉片
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬里肌燒烤片
018914,大潤發流通事業股份有限公司員林分公司,彰化縣埔心鄉瓦南村中山路319號,(04)831-5058,(04)832-4098,林弘斌,肉品,冷藏豬肉,白毛豬：蹄膀
017501,欣樂食品股份有限公司,屏東縣長治鄉繁昌村中山路152號,08-7629855,08-7629875,張華欣,肉品,冷藏豬肉,肩胛排（中排）
016901,泰安食品股份有限公司屏東廠,屏東縣新園鄉新園村媽祖路407巷89號及89-1號2、3、4樓,08-8686789,,張宏象,肉品,冷藏豬肉,下肩肉（前腿肉）
018919,大潤發流通事業股份有限公司鳳山分公司,高雄市鳳山區文化路59號,07-7102999,,林弘斌,肉品,冷藏豬肉,白毛豬：豬前排
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉塊
019301,家福股份有限公司花蓮分公司,花蓮縣新城鄉嘉里路15號B1,03-826-7979,03-826-2866,羅智先,肉品,冷藏豬肉,冷藏台灣豬里肌肉排
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬腰內肉燒肉片
018909,大潤發流通事業股份有限公司平鎮分公司,桃園市平鎮區南東路57-1號,(03)439-9888,(03)439-7485  ,林弘斌,肉品,冷藏豬肉,白毛豬：梅花烤肉片
017001,嘉一香食品股份有限公司屏東廠,屏東縣崁頂鄉崁頂村中正路1-1號,08-8630863,08-8630862,陳國訓,肉品,冷藏豬肉,豬腳（如：台式豬腳、德式豬腳；但不認定自腕關節切下之前肢豬腳）
018911,大潤發流通事業股份有限公司新竹分公司,新竹市湳雅街93-95號,03-5357699,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿炒肉片
018910,大潤發流通事業股份有限公司忠孝分公司,新竹市忠孝路300號,(03)561-0168,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬帶皮五花扣肉塊
015201,香里食品企業股份有限公司,南投縣南投市南崗工業區仁和路3號,049-2259999,049-2263000,洪芳美,肉品,冷藏豬肉,腹脅肉（五花肉、三層肉）
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬後腿燒肉片
017601,萬偉股份有限公司,屏東縣萬丹鄉社區村萬丹路3段331號,08-7551725,08-7518524,蘇瑞榮,肉品,冷藏豬肉,肩小排（胸排、前足排骨）
018906,大潤發流通事業股份有限公司土城分公司,新北市土城區永安街25號,(02)2267-4750  ,(02)2267-8256,林弘斌,肉品,冷藏豬肉,白毛豬：帶皮五花扣肉片
019309,家福股份有限公司中清分公司(PC),台中市西屯區中清路三段436號,(04)2426-2555,(04)2426-2556,羅智先,肉品,冷藏豬肉,*冷藏台灣豬梅花燒肉片(大包裝)
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,白毛豬：帶皮五花扣肉條
018902,大潤發流通事業股份有限公司中崙分公司(潤泰創新國際(股)公司),台北市八德路2段306號地下3樓,(02)2779-0006,(02)2779-0123,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬前腿火鍋片
012201,花蓮縣光豐地區農會肉品加工場,花蓮縣光復鄉西富村中正路2段6巷10號,03-8705602,03-8705603,張明發,肉品,冷藏豬肉,胸骨（胸軟骨）
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,白毛豬：豬絞肉
018910,大潤發流通事業股份有限公司忠孝分公司,新竹市忠孝路300號,(03)561-0168,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿火鍋片
018920,大潤發流通事業股份有限公司台東分公司,台東縣臺東市中興路三段592號,089-222399,089-333099,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬胛心肉
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,白毛豬：五花火鍋片
018911,大潤發流通事業股份有限公司新竹分公司,新竹市湳雅街93-95號,03-5357699,,林弘斌,肉品,冷藏豬肉,白毛豬：梅花肉塊
018911,大潤發流通事業股份有限公司新竹分公司,新竹市湳雅街93-95號,03-5357699,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬帶皮五花扣肉片
018918,大潤發流通事業股份有限公司嘉義分公司,嘉義市西區博愛路二段281號,(05)2323699,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬里肌肉塊
018913,大潤發流通事業股份有限公司台中分公司,台中市忠明路499號,(04)2201-5659 ,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬背肌肉
018908,大潤發流通事業股份有限公司中壢分公司,桃園市中壢區中北路2段468號,(03)438-8288   ,(03)465-8528,林弘斌,肉品,冷藏豬肉,白毛豬：帶皮五花肉塊
018904,大潤發流通事業股份有限公司中和分公司(潤泰全球(股)公司),新北市中和區中山路2段228號B1,(02)8241-1111,(02)8241-1001,林弘斌,肉品,冷藏豬肉,白毛豬：背肌肉
018911,大潤發流通事業股份有限公司新竹分公司,新竹市湳雅街93-95號,03-5357699,,林弘斌,肉品,冷藏豬肉,白毛豬：里肌肉塊
018903,大潤發流通事業股份有限公司新店分公司,新北市新店區環河路22號B1,(02)8912-2188,(02)8912-2199,林弘斌,肉品,冷藏豬肉,白毛豬：尾冬骨
018918,大潤發流通事業股份有限公司嘉義分公司,嘉義市西區博愛路二段281號,(05)2323699,,林弘斌,肉品,冷藏豬肉,黑毛豬：黑豬胛心肉
018907,大潤發流通事業股份有限公司八德分公司,桃園市八德區介壽路2段148號,(03)371-1133,(03)371-1917,林弘斌,肉品,冷藏豬肉,白毛豬：五花肉丁
018916,大潤發流通事業股份有限公司台南分公司,台南市北區臨安路2段310號,(06)229-5999,(06)228-4868,林弘斌,肉品,冷藏豬肉,白毛豬：胛心肉絲
018920,大潤發流通事業股份有限公司台東分公司,台東縣臺東市中興路三段592號,089-222399,089-333099,林弘斌,肉品,冷藏豬肉,白毛豬：後腿赤肉塊
018907,大潤發流通事業股份有限公司八德分公司,桃園市八德區介壽路2段148號,(03)371-1133,(03)371-1917,林弘斌,肉品,冷藏豬肉,白毛豬：雪花里肌
018915,大潤發流通事業股份有限公司斗南分公司,雲林縣斗南鎮西岐里文化街119巷21號,(05)595-5959 ,,林弘斌,肉品,冷藏豬肉,白毛豬：後腿肉塊
